조사기준일,학제,학교명,"KEDI
학교코드",학교상태,본분교,시도,설립,학위구분,졸업자_계,졸업자_남,졸업자_여,취업률_계,취업률_남,취업률_여,취업자_합계_계,취업자_합계_남,취업자_합계_여,취업자_교외취업자_계,취업자_교외취업자_남,취업자_교외취업자_여,취업자_교내취업자_계,취업자_교내취업자_남,취업자_교내취업자_여,취업자_해외취업자_계,취업자_해외취업자_남,취업자_해외취업자_여,취업자_농림어업종사자_계,취업자_농림어업종사자_남,취업자_농림어업종사자_여,취업자_개인창작활동종사자_계,취업자_개인창작활동종사자_남,취업자_개인창작활동종사자_여,취업자_1인창(사)업자_계,취업자_1인창(사)업자_남,취업자_1인창(사)업자_여,취업자_프리랜서_계,취업자_프리랜서_남,취업자_프리랜서_여,진학률_계,진학률_남,진학률_여,진학자_계,진학자_남,진학자_여,입대자,취업불가능자_계,취업불가능자_남,취업불가능자_여,외국인유학생_계,외국인유학생_남,외국인유학생_여,제외인정자_계,제외인정자_남,제외인정자_여,기타_계,기타_남,기타_여,미상_계,미상_남,미상_여,1차 유지취업자_계,1차 유지취업자_남,1차 유지취업자_여,1차 유지취업률_계,1차 유지취업률_남,1차 유지취업률_여,2차 유지취업자_계,2차 유지취업자_남,2차 유지취업자_여,2차 유지취업률_계,2차 유지취업률_남,2차 유지취업률_여,3차 유지취업자_계,3차 유지취업자_남,3차 유지취업자_여,3차 유지취업률_계,3차 유지취업률_남,3차 유지취업률_여,4차 유지취업자_계,4차 유지취업자_남,4차 유지취업자_여,4차 유지취업률_계,4차 유지취업률_남,4차 유지취업률_여,입학당시 기취업자_계,입학당시 기취업자_남,입학당시 기취업자_여
2023.12.31,전문대학,김포대학교,73030000,기존,본교,경기,사립,,1163,723,440,64.1,62.7,66.3,627,373,254,488,296,192,0,0,0,0,0,0,1,1,0,26,13,13,19,11,8,93,52,41,6.7,4.1,10.9,78,30,48,85,3,2,1,4,2,2,15,9,6,162,101,61,189,121,68,436,267,169,89.3,90.2,88.0,401,250,151,82.2,84.5,78.6,359,217,142,73.6,73.3,74.0,341,206,135,69.9,69.6,70.3,107,54,53
2023.12.31,전문대학,김해대학교,73155000,기존,본교,경남,사립,,385,139,246,81.3,81.8,81.0,278,90,188,250,82,168,1,1,0,0,0,0,0,0,0,0,0,0,13,1,12,14,6,8,5.7,8.6,4.1,22,12,10,14,0,0,0,0,0,0,7,3,4,64,20,44,0,0,0,231,79,152,92.0,95.2,90.5,216,74,142,86.1,89.2,84.5,197,67,130,78.5,80.7,77.4,192,65,127,76.5,78.3,75.6,64,18,46
2023.12.31,전문대학,농협대학교,73031000,기존,본교,경기,사립,,172,121,51,93.5,93.3,94.0,159,112,47,140,96,44,0,0,0,0,0,0,16,13,3,0,0,0,3,3,0,0,0,0,0.6,0.8,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,11,8,3,0,0,0,137,94,43,97.9,97.9,97.7,134,92,42,95.7,95.8,95.5,134,92,42,95.7,95.8,95.5,132,92,40,94.3,95.8,90.9,43,25,18
2023.12.31,전문대학,대경대학교,73032000,기존,본교,경북,사립,,1391,693,698,74.4,78.7,70.8,847,410,437,637,317,320,10,4,6,4,0,4,0,0,0,16,6,10,79,29,50,101,54,47,9.8,9.5,10.2,137,66,71,92,0,0,0,0,0,0,24,14,10,291,111,180,0,0,0,569,280,289,87.9,87.2,88.7,540,269,271,83.5,83.8,83.1,483,239,244,74.7,74.5,74.8,461,230,231,71.3,71.7,70.9,164,88,76
2023.12.31,전문대학,대구공업대학교,73033000,기존,본교,대구,사립,,783,428,355,67.8,69.4,66.4,310,152,158,261,136,125,4,1,3,0,0,0,4,0,4,3,0,3,16,4,12,22,11,11,5.2,7.0,3.1,41,30,11,30,0,0,0,240,141,99,15,8,7,147,67,80,0,0,0,225,122,103,84.9,89.1,80.5,212,113,99,80.0,82.5,77.3,192,104,88,72.5,75.9,68.8,184,101,83,69.4,73.7,64.8,86,31,55
2023.12.31,전문대학,대구과학대학교,73036000,기존,본교,대구,사립,,1434,521,913,73.8,74.2,73.7,931,313,618,827,267,560,24,9,15,2,2,0,3,2,1,0,0,0,26,10,16,49,23,26,7.5,10.0,6.1,108,52,56,42,0,0,0,0,0,0,23,5,18,296,99,197,34,10,24,758,247,511,89.1,89.5,88.9,701,224,477,82.4,81.2,83.0,661,212,449,77.7,76.8,78.1,642,206,436,75.4,74.6,75.8,203,82,121
2023.12.31,전문대학,대구보건대학교,73034000,기존,본교,대구,사립,,2345,827,1518,76.8,74.2,78.1,1635,535,1100,1503,488,1015,11,6,5,32,8,24,0,0,0,2,0,2,18,7,11,69,26,43,5.7,6.4,5.3,133,53,80,33,0,0,0,23,12,11,27,8,19,494,186,308,0,0,0,1365,435,930,90.2,88.1,91.2,1288,405,883,85.1,82.0,86.6,1183,365,818,78.1,73.9,80.2,1156,356,800,76.4,72.1,78.4,234,84,150
2023.12.31,전문대학,대덕대학교,73133000,기존,본교,대전,사립,,1138,763,375,72.1,71.6,73.0,661,420,241,583,376,207,5,1,4,1,0,1,0,0,0,7,3,4,13,6,7,52,34,18,9.1,8.3,10.9,104,63,41,107,1,1,0,1,0,1,8,5,3,256,167,89,0,0,0,539,352,187,91.7,93.4,88.6,520,340,180,88.4,90.2,85.3,500,327,173,85.0,86.7,82.0,488,320,168,83.0,84.9,79.6,110,61,49
2023.12.31,전문대학,대동대학교,73037000,기존,본교,부산,사립,,459,120,339,74.0,67.0,76.2,318,71,247,296,66,230,0,0,0,1,0,1,0,0,0,1,0,1,15,2,13,5,3,2,3.1,6.7,1.8,14,8,6,6,1,0,1,0,0,0,8,0,8,109,33,76,3,2,1,272,59,213,91.9,89.4,92.6,249,54,195,84.1,81.8,84.8,241,52,189,81.4,78.8,82.2,236,52,184,79.7,78.8,80.0,50,16,34
2023.12.31,전문대학,대림대학교,73038000,기존,본교,경기,사립,,2501,1491,1010,80.5,79.8,81.6,1784,1053,731,1553,953,600,31,11,20,41,17,24,0,0,0,24,8,16,22,15,7,113,49,64,6.6,5.2,8.7,166,78,88,70,0,0,0,26,16,10,24,8,16,431,266,165,0,0,0,1429,895,534,90.2,92.8,86.1,1350,855,495,85.2,88.7,79.8,1237,784,453,78.1,81.3,73.1,1201,772,429,75.8,80.1,69.2,479,333,146
